ID_Transakcji,Data,Kategoria,Produkt,Cena_Jednostkowa,Liczba_Sztuk,Wartosc_Zamowienia,Koszt_Dostawy,Calkowita_Wartosc,Region
T20241106-003,2024-11-06,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,2,615.6,12.0,627.6,Południowy
T20240121-002,2024-01-21,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Północny
T20241001-005,2024-10-01,Zabawki,Puzzle 1000el. WorldMap,72.3,3,216.9,12.0,228.9,Południowy
T20240809-000,2024-08-09,Książki,Atlas Świata 2024,97.1,3,291.3,8.0,299.3,Wschodni
T20240715-003,2024-07-15,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Zachodni
T20240628-003,2024-06-28,Odzież,Sukienka letnia Sunshine,160.2,3,480.6,12.0,492.6,Wschodni
T20240311-000,2024-03-11,Książki,Atlas Świata 2024,97.1,2,194.2,8.0,202.2,Zachodni
T20241008-003,2024-10-08,Zabawki,Gra planszowa FamilyFun,128.05,5,640.25,12.0,652.25,Południowy
T20240804-001,2024-08-04,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Zachodni
T20240205-001,2024-02-05,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Zachodni
T20240408-002,2024-04-08,Artykuły sportowe,Kijki trekkingowe Hike,130.8,2,261.6,12.0,273.6,Centralny
T20240113-003,2024-01-13,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Centralny
T20240618-003,2024-06-18,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Centralny
T20240127-003,2024-01-27,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,4,720.4,12.0,732.4,Centralny
T20240526-002,2024-05-26,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Północny
T20240526-003,2024-05-26,Książki,Powieść 'Tajemnica Gór',41.75,2,83.5,8.0,91.5,Wschodni
T20241026-002,2024-10-26,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Centralny
T20240627-003,2024-06-27,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Północny
T20240802-003,2024-08-02,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Centralny
T20240321-004,2024-03-21,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Południowy
T20240812-005,2024-08-12,Elektronika,Laptop ProBook Air,4036.5,4,16146.0,40.0,16186.0,Północny
T20241014-004,2024-10-14,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Centralny
T20240702-004,2024-07-02,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Południowy
T20240204-004,2024-02-04,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Południowy
T20241123-003,2024-11-23,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Wschodni
T20240817-003,2024-08-17,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Centralny
T20240830-001,2024-08-30,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Południowy
T20240326-002,2024-03-26,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Wschodni
T20240803-001,2024-08-03,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Wschodni
T20240916-002,2024-09-16,Książki,Poradnik 'Skuteczny Excel',63.02,3,189.06,8.0,197.06,Wschodni
T20240222-001,2024-02-22,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Północny
T20240804-002,2024-08-04,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Zachodni
T20240623-003,2024-06-23,Zabawki,Auto zdalnie sterowane RacerX,218.4,2,436.8,20.0,456.8,Wschodni
T20241023-002,2024-10-23,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Centralny
T20241223-002,2024-12-23,Odzież,Spodnie jeansowe ClassicBlue,172.2,3,516.6,12.0,528.6,Południowy
T20240229-003,2024-02-29,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,4,1828.8,20.0,1848.8,Centralny
T20240628-004,2024-06-28,Książki,Kryminał 'Ciemna Noc',39.92,3,119.76,8.0,127.76,Wschodni
T20240723-002,2024-07-23,Książki,Atlas Świata 2024,97.1,3,291.3,8.0,299.3,Południowy
T20240322-005,2024-03-22,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Centralny
T20241114-002,2024-11-14,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Południowy
T20240526-004,2024-05-26,Artykuły sportowe,Rower górski XTerra,1763.0,2,3526.0,40.0,3566.0,Północny
T20240815-002,2024-08-15,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,3,923.4,12.0,935.4,Północny
T20240816-002,2024-08-16,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,3,1371.6,20.0,1391.6,Centralny
T20240511-006,2024-05-11,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Centralny
T20241010-002,2024-10-10,Artykuły sportowe,Rower górski XTerra,1763.0,2,3526.0,40.0,3566.0,Centralny
T20240517-003,2024-05-17,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Północny
T20241127-003,2024-11-27,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Wschodni
T20240602-001,2024-06-02,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Południowy
T20240909-001,2024-09-09,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Północny
T20241105-001,2024-11-05,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,3,540.3,12.0,552.3,Północny
T20241128-004,2024-11-28,Odzież,Kurtka zimowa męska Alpine,378.4,2,756.8,20.0,776.8,Centralny
T20240322-006,2024-03-22,Książki,Powieść 'Tajemnica Gór',41.75,2,83.5,8.0,91.5,Centralny
T20240305-005,2024-03-05,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Zachodni
T20240501-002,2024-05-01,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Wschodni
T20240811-001,2024-08-11,Odzież,T-shirt BasicColor,70.75,3,212.25,12.0,224.25,Centralny
T20240222-002,2024-02-22,Odzież,T-shirt BasicColor,70.75,3,212.25,12.0,224.25,Północny
T20240407-000,2024-04-07,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Południowy
T20241024-004,2024-10-24,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Północny
T20240106-002,2024-01-06,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,3,3409.2,40.0,3449.2,Południowy
T20240630-003,2024-06-30,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Centralny
T20240702-005,2024-07-02,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Północny
T20240203-003,2024-02-03,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Wschodni
T20240719-001,2024-07-19,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Centralny
T20241113-001,2024-11-13,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Centralny
T20240618-004,2024-06-18,Odzież,T-shirt BasicColor,70.75,2,141.5,12.0,153.5,Zachodni
T20240510-000,2024-05-10,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Centralny
T20240323-003,2024-03-23,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Północny
T20240615-002,2024-06-15,Odzież,Sukienka letnia Sunshine,160.2,2,320.4,12.0,332.4,Zachodni
T20241110-002,2024-11-10,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Centralny
T20240514-002,2024-05-14,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Zachodni
T20240807-004,2024-08-07,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Zachodni
T20241022-001,2024-10-22,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Południowy
T20241130-003,2024-11-30,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Północny
T20241019-003,2024-10-19,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Północny
T20240715-004,2024-07-15,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Centralny
T20240815-003,2024-08-15,Odzież,Sukienka letnia Sunshine,160.2,2,320.4,12.0,332.4,Wschodni
T20240505-004,2024-05-05,Książki,Powieść 'Tajemnica Gór',41.75,3,125.25,8.0,133.25,Wschodni
T20240704-003,2024-07-04,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Północny
T20240506-003,2024-05-06,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Południowy
T20240307-002,2024-03-07,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,3,588.6,20.0,608.6,Południowy
T20241103-003,2024-11-03,Odzież,Buty sportowe RunFast,284.0,4,1136.0,20.0,1156.0,Północny
T20240610-002,2024-06-10,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Centralny
T20240512-002,2024-05-12,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Południowy
T20240203-004,2024-02-03,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,3,588.6,20.0,608.6,Wschodni
T20240713-003,2024-07-13,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Centralny
T20240307-003,2024-03-07,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Północny
T20240129-000,2024-01-29,Zabawki,Lalka interaktywna TalkingFriend,153.6,3,460.8,12.0,472.8,Południowy
T20241202-003,2024-12-02,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Centralny
T20241210-001,2024-12-10,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Północny
T20240608-007,2024-06-08,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Wschodni
T20240502-002,2024-05-02,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Południowy
T20240505-005,2024-05-05,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,4,1828.8,20.0,1848.8,Zachodni
T20240924-002,2024-09-24,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Południowy
T20240712-002,2024-07-12,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Północny
T20240613-002,2024-06-13,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Południowy
T20240404-004,2024-04-04,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Południowy
T20240223-002,2024-02-23,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Zachodni
T20240718-002,2024-07-18,Książki,Atlas Świata 2024,97.1,3,291.3,8.0,299.3,Wschodni
T20240809-001,2024-08-09,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Północny
T20241206-000,2024-12-06,Odzież,Kurtka zimowa męska Alpine,378.4,2,756.8,20.0,776.8,Zachodni
T20240913-001,2024-09-13,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Zachodni
T20240401-002,2024-04-01,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Centralny
T20240518-002,2024-05-18,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Zachodni
T20240305-006,2024-03-05,Dom i ogród,Komplet pościeli Dream,192.15,3,576.45,12.0,588.45,Wschodni
T20240402-001,2024-04-02,Odzież,Sukienka letnia Sunshine,160.2,4,640.8,12.0,652.8,Wschodni
T20240408-003,2024-04-08,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Południowy
T20240519-002,2024-05-19,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,3,923.4,12.0,935.4,Południowy
T20240229-004,2024-02-29,Artykuły sportowe,Mata do jogi Comfort,87.4,4,349.6,12.0,361.6,Południowy
T20241002-002,2024-10-02,Artykuły sportowe,Piłka do koszykówki Pro,124.2,2,248.4,12.0,260.4,Centralny
T20240315-004,2024-03-15,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Północny
T20240624-000,2024-06-24,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,2,914.4,20.0,934.4,Zachodni
T20240514-003,2024-05-14,Zabawki,Auto zdalnie sterowane RacerX,218.4,2,436.8,20.0,456.8,Północny
T20240620-002,2024-06-20,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Wschodni
T20240203-005,2024-02-03,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Południowy
T20240316-000,2024-03-16,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Północny
T20240827-002,2024-08-27,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Wschodni
T20240922-003,2024-09-22,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Północny
T20240820-001,2024-08-20,Książki,Książka kucharska 'Smaki Azji',70.92,4,283.68,8.0,291.68,Północny
T20240209-001,2024-02-09,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Północny
T20240626-000,2024-06-26,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Północny
T20240521-004,2024-05-21,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Centralny
T20240907-003,2024-09-07,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Wschodni
T20240703-005,2024-07-03,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Wschodni
T20241225-003,2024-12-25,Książki,Powieść 'Tajemnica Gór',41.75,2,83.5,8.0,91.5,Zachodni
T20241017-000,2024-10-17,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Południowy
T20241008-004,2024-10-08,Odzież,Sukienka letnia Sunshine,160.2,2,320.4,12.0,332.4,Północny
T20240812-006,2024-08-12,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Północny
T20240122-003,2024-01-22,Zabawki,Auto zdalnie sterowane RacerX,218.4,2,436.8,20.0,456.8,Południowy
T20240912-002,2024-09-12,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Centralny
T20240901-002,2024-09-01,Zabawki,Gra planszowa FamilyFun,128.05,3,384.15,12.0,396.15,Wschodni
T20240824-002,2024-08-24,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Południowy
T20241122-002,2024-11-22,Odzież,Kurtka zimowa męska Alpine,378.4,3,1135.2,20.0,1155.2,Zachodni
T20240326-003,2024-03-26,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,5,1539.0,12.0,1551.0,Centralny
T20240615-003,2024-06-15,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Północny
T20241002-003,2024-10-02,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Północny
T20240427-004,2024-04-27,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Południowy
T20240226-004,2024-02-26,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Zachodni
T20240811-002,2024-08-11,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Wschodni
T20240714-000,2024-07-14,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Centralny
T20241113-002,2024-11-13,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Zachodni
T20241201-001,2024-12-01,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Północny
T20240208-002,2024-02-08,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Zachodni
T20241219-001,2024-12-19,Artykuły sportowe,Rower górski XTerra,1763.0,3,5289.0,40.0,5329.0,Zachodni
T20240109-001,2024-01-09,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Zachodni
T20240703-006,2024-07-03,Zabawki,Puzzle 1000el. WorldMap,72.3,4,289.2,12.0,301.2,Zachodni
T20240826-001,2024-08-26,Odzież,Spodnie jeansowe ClassicBlue,172.2,4,688.8,12.0,700.8,Zachodni
T20240429-003,2024-04-29,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Północny
T20240520-005,2024-05-20,Artykuły sportowe,Hantle 5kg zestaw,146.0,3,438.0,20.0,458.0,Centralny
T20241023-003,2024-10-23,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,3,3409.2,40.0,3449.2,Wschodni
T20240723-003,2024-07-23,Artykuły sportowe,Rower górski XTerra,1763.0,5,8815.0,40.0,8855.0,Wschodni
T20240127-004,2024-01-27,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Zachodni
T20241215-005,2024-12-15,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Wschodni
T20240225-001,2024-02-25,Odzież,Buty sportowe RunFast,284.0,3,852.0,20.0,872.0,Północny
T20240426-005,2024-04-26,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Wschodni
T20240106-003,2024-01-06,Elektronika,Smartwatch FitPro,703.0,3,2109.0,20.0,2129.0,Wschodni
T20240312-004,2024-03-12,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Zachodni
T20240910-004,2024-09-10,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Północny
T20240227-001,2024-02-27,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Zachodni
T20240602-002,2024-06-02,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Wschodni
T20241119-001,2024-11-19,Artykuły sportowe,Kijki trekkingowe Hike,130.8,3,392.4,12.0,404.4,Północny
T20240319-001,2024-03-19,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Wschodni
T20241229-003,2024-12-29,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Zachodni
T20240408-004,2024-04-08,Dom i ogród,Komplet pościeli Dream,192.15,5,960.75,12.0,972.75,Północny
T20241021-002,2024-10-21,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,3,588.6,20.0,608.6,Zachodni
T20240614-005,2024-06-14,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Zachodni
T20240729-001,2024-07-29,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Zachodni
T20240412-002,2024-04-12,Zabawki,Gra planszowa FamilyFun,128.05,3,384.15,12.0,396.15,Południowy
T20240831-004,2024-08-31,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Północny
T20240514-004,2024-05-14,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Północny
T20241128-005,2024-11-28,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,3,1371.6,20.0,1391.6,Południowy
T20241211-003,2024-12-11,Artykuły sportowe,Mata do jogi Comfort,87.4,4,349.6,12.0,361.6,Południowy
T20240331-001,2024-03-31,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Zachodni
T20240411-002,2024-04-11,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Zachodni
T20240229-005,2024-02-29,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,3,1371.6,20.0,1391.6,Centralny
T20240727-001,2024-07-27,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Wschodni
T20240314-000,2024-03-14,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Zachodni
T20240915-002,2024-09-15,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Zachodni
T20240806-000,2024-08-06,Elektronika,Laptop ProBook Air,4036.5,2,8073.0,40.0,8113.0,Wschodni
T20240127-005,2024-01-27,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Zachodni
T20241110-003,2024-11-10,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Centralny
T20240617-003,2024-06-17,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Południowy
T20240524-003,2024-05-24,Artykuły sportowe,Kijki trekkingowe Hike,130.8,2,261.6,12.0,273.6,Wschodni
T20240113-004,2024-01-13,Odzież,Sukienka letnia Sunshine,160.2,3,480.6,12.0,492.6,Południowy
T20241010-003,2024-10-10,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Centralny
T20240627-004,2024-06-27,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Północny
T20240530-003,2024-05-30,Artykuły sportowe,Mata do jogi Comfort,87.4,3,262.2,12.0,274.2,Południowy
T20240209-002,2024-02-09,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Południowy
T20240616-002,2024-06-16,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Południowy
T20240522-001,2024-05-22,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,4,720.4,12.0,732.4,Północny
T20240407-001,2024-04-07,Artykuły sportowe,Piłka do koszykówki Pro,124.2,3,372.6,12.0,384.6,Zachodni
T20240731-000,2024-07-31,Zabawki,Gra planszowa FamilyFun,128.05,3,384.15,12.0,396.15,Zachodni
T20241123-004,2024-11-23,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Centralny
T20240115-002,2024-01-15,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Wschodni
T20241128-006,2024-11-28,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Centralny
T20240423-003,2024-04-23,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Centralny
T20240825-001,2024-08-25,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Wschodni
T20240624-001,2024-06-24,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Centralny
T20240923-002,2024-09-23,Elektronika,Laptop ProBook Air,4036.5,2,8073.0,40.0,8113.0,Wschodni
T20240624-002,2024-06-24,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Wschodni
T20241217-002,2024-12-17,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Centralny
T20240212-003,2024-02-12,Odzież,Kurtka zimowa męska Alpine,378.4,2,756.8,20.0,776.8,Zachodni
T20240725-001,2024-07-25,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Zachodni
T20240531-000,2024-05-31,Artykuły sportowe,Kijki trekkingowe Hike,130.8,2,261.6,12.0,273.6,Północny
T20241128-007,2024-11-28,Elektronika,Tablet MediaPad 10,1392.0,3,4176.0,40.0,4216.0,Północny
T20240919-002,2024-09-19,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Zachodni
T20240412-003,2024-04-12,Dom i ogród,Komplet pościeli Dream,192.15,4,768.6,12.0,780.6,Południowy
T20241129-002,2024-11-29,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Wschodni
T20241104-004,2024-11-04,Zabawki,Auto zdalnie sterowane RacerX,218.4,3,655.2,20.0,675.2,Południowy
T20240630-004,2024-06-30,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Północny
T20240622-004,2024-06-22,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Południowy
T20240511-007,2024-05-11,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Zachodni
T20240403-002,2024-04-03,Książki,Atlas Świata 2024,97.1,2,194.2,8.0,202.2,Północny
T20241206-001,2024-12-06,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Południowy
T20240917-001,2024-09-17,Artykuły sportowe,Piłka do koszykówki Pro,124.2,2,248.4,12.0,260.4,Centralny
T20240621-000,2024-06-21,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Południowy
T20240805-002,2024-08-05,Zabawki,Lalka interaktywna TalkingFriend,153.6,3,460.8,12.0,472.8,Centralny
T20241125-003,2024-11-25,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Południowy
T20241229-004,2024-12-29,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Wschodni
T20240125-001,2024-01-25,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Wschodni
T20240524-004,2024-05-24,Artykuły sportowe,Piłka do koszykówki Pro,124.2,5,621.0,12.0,633.0,Północny
T20240907-004,2024-09-07,Artykuły sportowe,Kijki trekkingowe Hike,130.8,2,261.6,12.0,273.6,Południowy
T20240605-001,2024-06-05,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Wschodni
